prompt,input_tokens,output_tokens,quality,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt
"""I want to know if my startup can become global instead of staying India-focused.""",20,40,Average,82,15,1,1,15,4.33,0,False,False,False,False,False,False,False,False,False
"""Pretend you're McKinsey. Give me a complete industry report.""",15,32,Average,62,9,1,2,9,5.56,0,False,False,False,False,False,False,False,False,False
"""Pretend you're BCG. Find every weakness in my business.""",14,35,Average,57,9,1,2,9,5.0,0,False,False,False,False,False,False,False,False,False
"""How would Amazon solve this problem?""",9,41,Average,38,6,1,1,6,5.0,0,False,False,False,False,False,True,False,False,False
"""How would Apple design this product?""",9,35,Average,38,6,1,1,6,5.0,0,False,False,False,False,False,True,False,False,False
"""Tell me whether an MBA from IIM Ahmedabad is actually worth it compared to staying in tech.""",23,55,Average,93,17,1,1,17,4.35,0,False,False,False,False,False,False,False,False,False
"""Research career paths where AI and MBA together have the highest salaries.""",19,43,Average,76,12,1,1,12,5.17,0,False,False,False,False,False,False,False,False,False
"""Compare Applied Scientist, ML Engineer, Data Scientist and SDE in terms of future growth.""",22,75,Good,91,14,1,1,13,5.21,0,False,False,False,False,False,False,False,False,False
"""What skills will still matter after AI automates programming?""",15,45,Average,63,9,1,1,9,5.78,0,False,False,False,False,False,False,False,False,False
"""Give me a roadmap to become an Applied Scientist.""",12,52,Average,51,9,1,1,9,4.44,0,False,False,False,False,False,False,False,False,False
"""Research companies that are investing the most in Generative AI.""",16,49,Average,66,10,1,1,10,5.4,0,False,False,False,False,False,False,False,False,False
"""Tell me which AI startups are most likely to become the next OpenAI.""",17,45,Average,70,13,1,1,13,4.23,0,False,False,False,False,False,False,False,False,False
"""I want papers, research directions and unsolved problems in AI.""",16,53,Average,65,10,1,1,10,5.2,0,False,False,False,False,False,False,False,False,False
"""Explain this research paper like I'm a college student but don't skip technical details.""",22,27,Average,90,14,1,1,14,5.29,0,False,False,False,False,False,True,False,False,False
"""What projects should I build if I want recruiters to think I'm exceptional?""",19,50,Average,77,13,1,1,12,4.77,0,False,False,False,False,False,False,False,False,False
"""Research how founders got into Y Combinator without having funding.""",17,53,Average,69,10,1,1,10,5.7,0,False,False,False,False,False,True,False,False,False
"""Give me every possible monetization strategy for this product.""",16,43,Average,64,9,1,1,9,5.89,0,False,False,False,False,False,False,False,False,False
"""Find startup incubators in India that actually help early founders.""",17,47,Average,69,10,1,1,10,5.7,0,False,False,False,False,False,False,False,False,False
"""Research how companies price SaaS products.""",11,52,Average,45,6,1,1,6,6.17,0,False,False,False,False,False,True,False,False,False
"""If I had to pitch this to investors in five minutes, what questions would destroy me?""",21,31,Average,87,16,1,1,15,4.25,0,False,False,False,False,False,False,False,False,False
"""Give me a competitive analysis with strengths, weaknesses, opportunities and threats for my startup.""",25,28,Average,102,14,1,1,14,6.0,0,False,False,False,False,False,False,False,False,False
"i am studying in aiml 4th year, and i have to give a speech tomorrow to my sub juniors who just joined aiml i.e the 2nd year students",33,116,Good,133,29,1,1,24,3.59,0,False,False,False,False,False,False,False,False,False
can i remove or edit my application in cisco code with ciscoo,15,82,Good,61,12,1,1,12,4.17,0,False,False,False,False,False,False,False,False,False
"Predicate Argument Structure(PAS,CCG,PSG), Meaning Representation detailed 10 mark answers",22,193,Good,90,12,1,1,12,6.42,1,False,False,False,False,False,False,False,False,False
best team names for amazon hackon,8,56,Average,33,6,1,1,6,4.67,0,False,False,False,False,False,False,False,False,False
mongodb setup in mac apple m2 pro,8,77,Good,33,7,1,1,7,3.86,0,False,False,False,False,False,False,False,False,False
Query all columns for all American cities in the CITY table with populations larger than 100000. The CountryCode for America is USA.,33,1,Bad,132,22,1,2,19,4.95,0,False,False,False,False,False,False,False,False,False
https://jobs.careers.microsoft.com/global/en/job/1901632/Research-Science:-Internship-opportunities,24,43,Average,99,13,1,1,13,6.46,0,False,False,False,True,False,False,False,False,False
"in the video, should i just speak, or can i make editings of the video so that pictures can be added",25,103,Good,100,21,1,1,17,3.71,0,False,False,False,False,False,False,False,False,False
"Given a string s, check if it can be constructed by taking a substring of it and appending multiple copies of the substring together.",33,2,Bad,133,24,1,1,20,4.5,0,False,False,False,False,False,False,False,False,False
can u give me a dataset for sentiment analysis to train a model,15,98,Good,63,13,1,1,12,3.92,0,False,False,False,False,False,False,False,False,False
Wt is  the difference between stack and queue with real-life examples and C code.,20,36,Average,81,15,1,1,14,4.33,0,False,False,False,False,False,False,False,False,False
give me 10 top rated books in world from different genre,14,127,Average,56,11,1,1,11,4.18,0,False,False,False,False,False,False,False,False,False
Second Largest Unique Element c code .,9,1,Bad,38,6,1,1,6,5.17,0,False,False,False,False,False,False,False,False,False
Which app is best spotify or apple music.,10,103,Good,41,8,1,1,8,4.12,0,False,False,False,False,False,False,False,False,False
"Explain binary search with an example, dry run, and time complexity.",17,84,Good,68,11,1,1,11,5.0,0,False,False,False,False,False,True,False,False,False
Binary search.,3,47,Average,14,2,1,1,2,6.0,0,False,False,False,False,False,False,False,False,False
Give me 20 SQL interview questions with answers suitable for beginners.,17,183,Good,71,11,1,1,11,5.45,0,False,False,False,False,False,False,False,False,False
give me medium level questions in python,10,121,Average,40,7,1,1,7,4.86,0,False,False,False,False,False,False,False,False,False
Write a LinkedIn post about completing my first coding challenge and what I learned from,22,101,Average,88,15,1,1,15,4.93,0,False,False,False,False,False,False,True,False,False
Compare programming languages.,7,107,Average,30,3,1,1,3,9.0,0,False,False,False,False,False,False,False,False,False
Merit and demirits of writing my classwork with only black pen instead of blue,19,111,Good,78,14,1,1,13,4.64,0,False,False,False,False,False,False,False,False,False
Explain pointers in C with examples .,9,22,Average,37,6,1,1,6,5.0,0,False,False,False,False,False,True,False,False,False
My Amazon q isn't working : bash <(curl -fsSL https://desktop-release.q.us-east-1.amazonaws.com/latest/install.sh),28,115,Average,114,20,1,1,19,4.35,1,False,False,False,True,False,False,False,False,False
Heyyyyy explain the working of a p-n junction diode with a neat diagram and simple language.,23,165,Good,92,17,1,1,16,4.41,0,False,False,False,False,False,True,False,False,False
hey generate the vague prompts you have seen,11,59,Good,44,8,1,1,8,4.62,0,False,False,False,False,False,False,False,False,False
Best places to visit in Hyderabad for my Sunday outing only (10am-5pm),17,94,Good,70,13,1,1,13,4.31,1,False,False,False,True,False,False,False,False,False
#include <stdio.h>,4,98,Average,18,3,1,1,3,4.33,0,False,False,False,False,False,False,False,False,False
Things I can do in my free time .,8,84,Average,33,8,1,1,8,3.0,0,False,False,False,False,False,False,False,False,False
Write a c++ program on two sum (leet code),10,1,Bad,42,9,1,1,9,3.33,1,False,False,False,False,False,False,True,False,False
explain me this code step by step.,8,124,Good,34,7,1,1,6,3.86,0,False,False,False,False,False,True,False,False,False
How to change username in GitHub ?,8,91,Good,34,6,1,1,6,4.5,0,False,False,False,False,False,True,False,False,False
whre do i find nice templates for my latex,10,75,Average,42,9,1,1,9,3.78,0,False,False,False,False,False,False,False,False,False
simplest way to learn vscode,7,121,Good,28,5,1,1,5,4.8,0,False,False,False,False,False,False,False,False,False
what are the best anime available on jiohotstar and Netflix?,15,64,Average,60,10,1,1,10,5.0,0,False,False,False,False,False,False,False,False,False
how many r's are there in strawberry,9,13,Average,36,7,1,1,7,4.29,0,False,False,False,False,False,True,False,False,False
suggest horror comedy movies in English.,10,69,Good,40,6,1,1,6,5.67,0,False,False,False,False,False,False,False,False,False
What's loremipsum explain it clearly.,9,88,Average,37,5,1,1,5,6.4,0,False,False,False,False,False,True,False,False,False
Explain the difference between a stack and a queue with real-life examples. Also provide a Java implementation for both.,30,37,Average,120,20,1,2,18,4.95,0,False,False,False,False,False,True,False,False,False
I'm preparing for my Data Structures exam. Can you explain binary search trees in simple language and include the insertion and deletion algorithms?,37,152,Good,148,23,1,2,22,5.39,0,False,False,False,False,False,True,False,False,False
"Write short notes on the Waterfall Model, Agile Model, and Spiral Model. Compare them in a table and mention where each is used.",32,190,Good,128,23,1,2,20,4.43,0,False,False,False,False,False,False,False,False,False
Explain how reinforcement learning works. Give one real-world example and one Python implementation using a simple environment.,31,109,Good,127,18,1,2,17,6.0,0,False,False,False,False,False,True,False,False,False
"What are the advantages and disadvantages of cloud computing? Explain IaaS, PaaS, and SaaS with examples.",26,171,Good,105,16,1,2,15,5.38,0,False,False,False,False,False,True,False,False,False
A company wants to reduce customer churn using machine learning. Describe how you would approach this problem from data collection to evaluation.,36,210,Good,145,22,1,2,21,5.55,0,False,False,False,False,False,True,False,False,False
Design an algorithm to find duplicate values in a list containing one million integers while minimizing memory usage.,29,103,Good,117,18,1,1,18,5.5,0,False,False,False,False,False,False,False,False,False
"Write a professional project report introduction for a ""Smart Traffic Management System using AI.""",24,128,Good,98,14,1,1,13,5.86,0,False,False,False,False,False,False,True,False,False
Create a presentation outline for a seminar on Cybersecurity Trends in 2026.,19,112,Average,76,12,1,1,11,5.33,0,False,False,False,False,False,False,False,False,False
Summarize the IEEE paper on Vision Transformers in language suitable for second-year engineering students.,26,126,Good,106,15,1,1,15,6.07,0,False,False,False,False,False,False,False,False,False
Explain Git branching strategies suitable for a software development team working on a college project.,25,113,Average,103,15,1,1,14,5.87,0,False,False,False,False,False,True,False,False,False
Write a Java program to find the second largest element in an array without sorting it. Explain each step of the code.,29,1,Bad,118,22,1,2,21,4.32,0,False,False,False,False,False,True,True,False,False
"I wrote this Python code to reverse a linked list, but it gives an error. Find the mistake and correct it.",26,40,Average,106,21,1,2,20,3.95,0,False,False,False,False,False,False,False,False,False
"Compare Python lists and tuples. Include syntax, performance, mutability, and practical use cases.",24,129,Good,98,13,1,2,12,6.23,0,False,False,False,False,False,False,False,False,False
Write a C program to implement a circular queue using arrays. Explain the time complexity of each operation.,27,1,Bad,108,18,1,2,17,4.94,0,False,False,False,False,False,True,True,False,False
"Generate a SQL database schema for a college management system with students, faculty, courses, and attendance tables.",29,1,Bad,118,17,1,1,16,5.76,0,False,False,False,False,False,False,False,False,False
Convert the following Java code into C++ and explain the major syntax differences.,20,69,Good,82,13,1,1,12,5.15,0,False,False,False,False,False,True,False,False,False
Explain photosynthesis in simple terms for a 10-year-old.,14,75,Good,57,10,1,1,10,4.7,0,False,False,False,False,False,True,False,False,False
"List the days of the week in Spanish, German, and Arabic.",14,70,Average,57,11,1,1,10,4.0,0,False,False,False,False,False,False,False,False,False
"Translate the following sentence into Spanish: *""The future belongs to those who prepare today.""*",24,12,Bad,97,14,1,1,13,5.57,0,False,False,False,False,False,False,False,False,False
"Repeat the word ""hello"" 20 times separated by spaces.",13,29,Bad,53,9,1,1,9,4.67,0,False,False,False,False,False,False,False,False,False
List five advantages and five disadvantages of remote work.,14,108,Good,59,9,1,1,8,5.56,0,False,False,False,False,False,False,False,False,False
Write a Python function to check whether a string is a palindrome.,16,2,Bad,66,12,1,1,10,4.5,0,False,False,False,False,False,False,True,False,False
Explain the time complexity of binary search.,11,47,Average,45,7,1,1,7,5.43,0,False,False,False,False,False,True,False,False,False
Create a weekly study plan for learning C++ in one month.,14,105,Good,57,11,1,1,11,4.0,0,False,False,False,False,False,False,False,False,False
Write a two-line poem about the ocean.,9,9,Bad,38,8,1,1,8,3.75,0,False,False,False,False,False,False,True,False,False
Solve the following mathematical problem step by step: 33.33% of 600,17,22,Average,68,12,1,1,10,4.58,0,False,False,False,False,False,True,False,False,False
Compare SQL and NoSQL databases.,8,132,Good,32,5,1,1,5,5.4,0,False,False,False,False,False,False,False,False,False
Generate five interview questions for a Frontend Developer role.,16,87,Average,64,9,1,1,9,6.11,0,False,False,False,False,False,False,False,False,False
Write a polite email requesting a meeting with a manager.,14,6,Bad,57,10,1,1,8,4.7,0,False,False,False,False,False,False,True,False,False
"Who wrote ""Pride and Prejudice"" and when was it published?",14,17,Average,58,10,1,1,9,4.6,0,False,False,False,False,False,False,False,False,False
Explain recursion using a real-life analogy.,11,91,Good,44,7,1,1,7,5.29,0,False,False,False,False,False,True,False,False,False
What causes a solar eclipse?,7,89,Good,28,5,1,1,5,4.6,0,False,False,False,False,False,False,False,False,False
Suggest three creative names for a food delivery startup.,14,15,Average,57,9,1,1,9,5.33,0,False,False,False,False,False,False,True,False,False
Describe the lifecycle of a butterfly using bullet points.,14,11,Bad,58,9,1,1,9,5.44,0,False,False,False,False,False,False,False,False,False
"A farmer has 17 sheep, all but 9 run away. How many are left?",15,16,Average,61,14,1,2,14,3.21,0,False,False,False,False,False,True,False,False,False
Write three SQL queries to retrieve employee data based on different conditions.,20,1,Bad,80,12,1,1,12,5.67,0,False,False,False,False,False,False,False,False,False
Why is the sky blue in colour?,7,68,Good,30,7,1,1,7,3.29,0,False,False,False,False,False,True,False,False,False
Explain the difference between HTTP and HTTPS.,11,86,Good,46,7,1,1,7,5.57,0,False,False,False,False,False,True,False,False,False
Compare the difference between mitosis and meiosis.,12,83,Good,51,7,1,1,7,6.29,0,False,False,False,False,False,False,False,False,False
Write a short product description for a wireless keyboard.,14,52,Average,58,9,1,1,8,5.44,0,False,False,False,False,False,False,True,False,False
"Continue the following story in no more than 200 words: *""A mysterious letter arrived on my doorstep one rainy evening...""*",30,261,Good,123,20,1,1,20,4.8,0,False,False,False,False,False,False,True,False,False
How do I improve my home's Wi-Fi security?,10,94,Good,42,9,1,1,9,3.67,0,False,False,False,False,False,True,False,False,False
What should I do if I forgot my email password?,11,89,Average,47,10,1,1,9,3.7,0,False,False,False,False,False,False,False,False,False
How to cure fever at the earliest?,8,104,Good,34,7,1,1,7,3.86,0,False,False,False,False,False,True,False,False,False
Convert the number 123456789 into words.,10,23,Average,40,6,1,1,6,5.67,0,False,False,False,False,False,False,False,False,False
"Count how many vowels are in this sentence: ""The quick brown fox jumps over the lazy dog.""",22,43,Average,90,17,1,1,16,4.12,0,False,False,False,False,False,True,False,False,False
"Take an existing app and do this for each role like for a tester,  2 developers,scrum master,tech lead in an meeting discussing in a for an formal meeting with exel and dialogues using user stories ka",53,187,Good,200,38,1,1,30,4.24,0,False,False,False,False,False,False,False,False,False
What is the role of a tester in a corporate world we have a project were we need to divide into teams of 8 3 Dev 2 testers 1 po 1 qs 1 scrum masteri am one of the tester my mam was like suppose if you,121,161,Good,200,47,1,1,38,3.28,0,False,False,False,False,False,False,False,False,False
Interview question tell me about yourself,10,89,Average,41,6,1,1,6,6.0,0,False,False,False,False,False,False,False,False,False
My coach is somewhat feeling reluctant abt this as this is not a tournament kind of thing we need some time to discuss abt this Use proper English in this my coach is like let's see what should o tell,58,59,Average,200,40,1,1,32,4.03,0,False,False,False,False,False,False,False,False,False
"Thanks for the invite! My coach and I are actually in the middle of planning out our next few weeks, so we need a little time to look into this and discuss it. I'll get back to you as soon as we've ha",58,43,Average,200,43,1,3,39,3.6,0,False,False,False,False,False,False,False,False,False
How to deploy a Nydus project which is in GitLab and currently using Docker in a server which is provided by my college?,30,133,Good,120,23,1,1,19,4.22,0,False,False,False,False,False,True,False,False,False
How to convert to lower or upper other thing and how to check if it is lower upper or other thing,24,78,Average,97,21,1,1,13,3.67,0,False,False,False,False,False,True,False,False,False
Hey give each and every possible building function which can be used to solve substrings and subarray problems in cpp not just built in how to use them what they will return and common patterns used t,64,162,Good,200,37,1,1,32,4.43,0,False,False,False,False,False,True,False,False,False
"Introduction: Data mining, Kinds of data to be mined, Kinds of patterns to be mined, Technologies used, Applications of data mining, Major Issues in Data Mining. Explain these topics in detail",48,188,Good,192,31,1,2,19,5.0,0,False,False,False,False,False,True,False,False,False
i want the most unique non answerable answer to a philosiphical question as a problem statement to a hackathon,27,115,Good,110,19,1,1,16,4.84,0,False,False,False,False,False,False,False,False,False
Hey suggest any page or website or video to learn graph theory let's select a single topic in it today and dive deeper into it,31,86,Good,126,25,1,1,23,4.08,0,False,False,False,False,False,False,False,False,False
"Explain the Seven Bridges of Königsberg puzzle, how to draw it on a blackboard, and how Euler solved it using graph theory.",30,149,Good,123,23,1,1,21,4.26,0,False,False,False,False,False,True,False,False,False
Hey currently I have access to a black board to tell a topic or subject which helps me later to learn now which looks and feels super cool to learn through black board,41,85,Average,167,33,1,1,25,4.09,0,False,False,False,False,False,False,False,False,False
hey discribe the best ui for it 1st lets take a colour pallate and make a clean professional ui,23,123,Good,95,19,1,1,17,4.05,0,False,False,False,False,False,False,False,False,False
Hey do you have any idea about begin infinity  auto suggest page check in GitHub,20,72,Average,80,15,1,1,15,4.33,0,False,False,False,False,False,False,False,False,False
So what will be the step count table for this recursion thing,15,101,Good,61,12,1,1,12,4.17,0,False,False,False,False,False,False,False,False,False
How to find time complexity of a statement using step count table,16,87,Good,65,12,1,1,12,4.5,0,False,False,False,False,False,True,False,False,False
"Hey explain the concepts of daa algorithm,performance analysis space complexity daa means daata analysis of algorithms",29,103,Good,118,17,1,1,14,6.0,0,False,False,False,False,False,True,False,False,False
"Hey o want to draw my vision board personal ,academic,hobbies,interest's,long term goals,etc to motivate myself how should I have few charts white and colour pencils sketches and etc help me in design",104,152,Good,200,36,1,1,33,4.56,0,False,False,False,False,False,True,False,False,False
Hey for the rearrange sequence 3 pattern if you got 1 1 2 3 3 4 these have the adj elements just 1 greater so the rearranged max len sequence would ve 5,38,134,Good,152,33,1,1,26,3.64,0,False,False,False,False,False,False,False,False,False
How to use Hashmat in cop to find the string compression,14,49,Average,56,11,1,1,10,4.18,0,False,False,False,False,False,True,False,False,False
"hey when i am trying to connect my laptop to my tv i have hdmi line it is showing source is detected at hdmi1 and when i have went to hdmi1 its showing no signal why ,by the way the device is on",48,129,Good,194,43,1,1,31,3.51,0,False,False,False,False,False,True,False,False,False
what is the one of the new language 26 CM Microsoft in Google so they are working of this and after carbon,26,68,Good,106,22,1,1,20,3.86,0,False,False,False,False,False,False,False,False,False
I have a friend of mine who have completed 130 questions in leetcode and I have currently completed 30 questions in leetcode with a lot of struggle I don't know why I also want to complete 130 questio,68,133,Good,200,38,1,1,26,4.29,0,False,False,False,False,False,True,False,False,False
"main.pack(fill='both', expand=True, padx=20, pady=20) explain this to a non coder",20,94,Average,81,16,1,1,15,3.88,1,False,False,False,True,False,True,False,False,False
"main.pack(fill='both', expand=True, padx=20, pady=20) explain this in detail",19,99,Good,76,14,1,1,13,4.21,1,False,False,False,True,False,True,False,False,False
what does electro Luminous means,8,62,Average,32,5,1,1,5,5.6,0,False,False,False,False,False,False,False,False,False
give me a essay on terrorism which is neat and which is of two or three paragraph using simple words,25,94,Average,100,20,1,1,18,4.05,0,False,False,False,False,False,False,False,False,False
why Helium neon gas laser is called as 4 level,11,129,Good,46,10,1,1,10,3.7,0,False,False,False,False,False,True,False,False,False
hey Gemini suggest me a song which explains my life now which is a very hectic the busy though I like it but it's so he take I don't know what I feel suggest me a good English song for it please,48,115,Average,194,42,1,1,33,3.64,0,False,False,False,False,False,False,False,False,False
I want to spend more time with my friends and family. How can I use you to be more productive?,23,112,Good,94,20,1,2,17,3.65,0,False,False,False,False,False,True,False,False,False
how should I make my Bangs look straight without using heat,14,97,Good,59,11,1,1,11,4.45,0,False,False,False,False,False,True,False,False,False
how should I eat my avocado means in what way how to cut it how to eat easily,19,106,Good,77,18,1,1,14,3.33,0,False,False,False,False,False,True,False,False,False
COA Assignment - 2,4,45,Average,18,3,1,1,3,4.67,0,False,False,False,True,False,False,False,False,False
Booths Algorithm,4,121,Good,16,2,1,1,2,7.5,0,False,False,False,False,False,False,False,False,False
Peripheral Devices,4,110,Good,18,2,1,1,2,8.5,0,False,False,False,False,False,False,False,False,False
Modes of Transfer,4,143,Good,17,3,1,1,3,5.0,0,False,False,False,False,False,False,False,False,False
Explain the concept of Arithmetic Pipeline with an example.,14,147,Good,59,9,1,1,9,5.56,0,False,False,False,False,False,True,False,False,False
Describe different types of interconnection structures used in multiprocessors. Answer these,23,149,Good,92,11,1,2,11,7.36,0,False,False,False,False,False,False,False,False,False
I'm a part of some professor of practice from IIT who is coming to our college today.,21,98,Good,85,17,1,1,16,4.0,0,False,False,False,False,False,False,False,False,False
If a person is wearing a watch in their right hand instead of left (they are right handed).,22,103,Good,91,18,1,1,16,3.94,1,False,False,False,False,False,False,False,False,False
WHY WOULD I WRITE THE QUALITY.I HAVE A FILE - USE AND,13,91,Good,53,12,1,1,11,3.33,0,False,False,False,False,False,True,False,False,False
given @trial2/test_prompt_answers/ please help me develeop a,15,81,Average,60,10,1,1,10,4.9,0,False,False,False,False,False,False,False,False,False
can you make another simple file where i could do this over,14,78,Good,59,12,1,1,12,4.0,0,False,False,False,False,False,False,False,False,False
can you please compare @trial1/ and @trial2/ and give me,14,87,Good,56,10,1,1,9,4.3,0,False,False,False,False,False,False,False,False,False
"great, so what i am trying to aim at is a ""a machine",13,187,Good,52,13,1,1,12,2.92,0,False,False,False,False,False,False,False,False,False
Hands-on learning using Google Cloud Generative AI tools,14,60,Good,56,9,1,1,9,5.33,0,False,False,False,False,False,False,False,False,False
"Exposure to Vertex AI, Gemini API, Prompt Engineering, RAG, Vector Search, LangChain, MLOps, and more",25,60,Average,101,15,1,1,15,5.33,0,False,False,False,False,False,False,False,True,False
Digital badges after each module,8,51,Average,32,5,1,1,5,5.6,0,False,False,False,False,False,False,False,False,False
Guided learning and support from certified L4G experts,13,47,Average,54,8,1,1,8,5.88,0,False,False,False,False,False,False,False,False,False
Access to the 4Campus learning and tracking platform,13,38,Average,52,8,1,1,8,5.62,0,False,False,False,False,False,False,False,False,False
Real-world projects and internship support for students,13,47,Average,55,8,1,1,8,6.0,0,False,False,False,False,False,False,False,False,False
Introduction to Generative AI,7,74,Good,29,4,1,1,4,6.5,0,False,False,False,False,False,False,False,False,False
Gemini for Google Cloud (Optional),8,49,Average,34,5,1,1,5,5.6,1,False,False,False,False,False,False,False,False,False
Generative AI for Developers,7,67,Good,28,4,1,1,4,6.25,0,False,False,False,False,False,False,False,False,False
Generative AI Leader,5,50,Average,20,3,1,1,3,6.0,0,False,False,False,False,False,False,False,False,False
OpenText is visiting my college for placements. Here is the job description.,19,45,Average,76,12,1,2,11,5.25,0,False,False,False,False,False,False,False,False,False
"A brief overview of OpenText (what the company does, products, market position, and work culture).",24,139,Good,98,15,1,1,15,5.2,1,False,False,False,False,False,False,False,False,False
The locations where this role is typically based and the major OpenText offices in India.,22,64,Good,89,15,1,1,14,4.93,0,False,False,False,False,False,False,False,False,False
How working at OpenText would add value to my career as a Software Engineer/AI Engineer.,22,94,Average,88,16,1,1,15,4.5,0,False,False,False,False,False,True,False,False,False
"The skills, technologies, and qualities OpenText usually looks for in candidates.",20,87,Average,81,11,1,1,11,6.18,0,False,False,False,False,False,False,False,False,False
My strengths and experiences that would align well with OpenText.,16,43,Average,65,10,1,1,10,5.5,0,False,False,False,False,False,False,False,False,False
Potential gaps or weaknesses I should address before the recruitment process.,19,32,Average,77,11,1,1,11,6.0,0,False,False,False,False,False,False,False,False,False
The key do's and don'ts during the hiring process and interview.,16,92,Average,64,11,1,1,9,4.82,0,False,False,False,False,False,False,False,False,False
"Expected interview rounds, commonly asked technical topics, and preparation strategy.",21,113,Good,85,10,1,1,10,7.3,0,False,False,False,False,False,False,False,False,False
"Salary, growth opportunities, work-life balance, and long-term career prospects.",20,78,Average,80,11,1,1,11,6.0,0,False,False,False,False,False,False,False,False,False
"A final verdict on whether this is a good opportunity for someone targeting Software Engineering, AI/ML, or Product-based company roles.",34,129,Good,136,22,1,1,21,5.09,0,False,False,False,False,False,False,False,False,False
Help me fix my code,4,28,Average,19,5,1,1,5,3.0,0,False,False,False,False,False,False,False,False,False
(follow-up message — empty/blank),8,22,Average,33,5,1,1,5,5.0,1,False,False,False,False,False,False,False,False,False
Yes please,2,39,Average,10,2,1,1,2,4.5,0,False,False,False,False,False,False,False,False,False
Help me understand this question. As if I am 15 year old kid,15,22,Average,60,13,1,2,13,3.62,0,False,False,False,False,False,False,False,False,False
Help me out,2,12,Bad,11,3,1,1,3,3.0,0,False,False,False,False,False,False,False,False,False
Can't you use my method?,6,30,Average,24,5,1,1,5,3.8,0,False,False,False,False,False,False,False,False,False
can you go through all my chats>,8,40,Average,32,7,1,1,7,3.57,0,False,False,False,False,False,False,False,False,False
alright just so you know. i [message truncated in retrieval],15,31,Average,60,10,1,2,10,4.8,1,False,False,False,False,False,False,False,False,False
This is a random problem I'm trying to solve. Help me fix the code,16,32,Average,66,14,1,2,14,3.71,0,False,False,False,False,False,False,False,False,False
https://github.com/mem0ai/mem0/issues?q=is%3Aissue%20state%3Aopen%20label%3A%22good%20first%20issue%22,25,93,Average,102,17,1,1,17,4.94,0,False,False,False,False,False,False,False,False,False
Tell me everything I need to know about deep learning please (mainly for interview test purpose for OpenText),27,124,Average,109,18,1,1,17,5.0,1,False,False,False,False,False,False,False,False,False
https://github.com/dair-ai/ml-course-notes,10,107,Average,42,8,1,1,8,4.12,0,False,False,False,False,False,False,False,False,False
I want to prepare specifically for the Visa ML + INTERVIEW + OA + FULL PACKAGE + FULL STACK + SDE and create a single Google Sheet that serves as my complete preparation tracker.,44,256,Good,178,29,1,1,28,4.79,0,False,False,False,False,False,False,False,False,False
please help me fix this Skip to content,9,86,Good,39,8,1,1,8,4.0,0,False,False,False,False,False,False,False,False,False
use the below content and build me a proper flow chart for this project/,18,189,Good,72,14,1,1,14,4.14,0,False,False,False,False,False,False,False,False,False
"something ethnic - indian, greek or latin",10,83,Good,41,6,1,1,6,5.5,0,False,False,False,False,False,False,False,False,False
"Dear students,",3,135,Good,14,2,1,1,2,6.0,0,False,False,False,False,False,False,False,False,False
"Create a comprehensive Google Sheet peer observation checklist for Occupational Therapists to evaluate clinical practice, professionalism, communication, documentation, student interaction, safety, an",74,146,Good,200,22,1,1,22,7.86,0,False,False,False,False,False,False,False,False,False
Prompt:,1,145,Good,7,1,1,1,1,6.0,0,False,False,False,False,False,False,False,False,False
"make a student progress tracker for monitoring the following fields PER DAY - such that, we are able to monitor their weekly performance - (track daily, check performace weekly)",44,83,Good,177,27,1,1,26,5.3,1,False,False,False,False,False,False,False,False,False
"progress dashboard (show progress for each student indiviuually, include graphs/graphical representation/charts)",28,90,Good,112,13,1,1,12,7.46,1,False,False,False,False,False,False,False,False,False
"to be able to store per-student-data per day, and also be able to filter out students by their UID if needed. - this one will store the above mentoined skills - STUDENT PERFORNACNCE BEASED ON SESSION",49,92,Good,199,36,1,2,29,4.39,0,False,False,False,False,False,False,False,False,False
"functional problems, academic issue, academic performace, clinical implications - this sheet will track per student - OCUUPATIONAL T CONCERN AREA",36,108,Good,145,18,1,1,17,6.72,0,False,False,False,False,False,False,False,False,False
give me a workflow for the below project (simiilar to the agentic one),17,60,Good,70,13,1,1,12,4.31,1,False,False,False,False,False,False,False,False,False
helps merchents market in sales,7,62,Average,31,5,1,1,5,5.4,0,False,False,False,False,False,False,False,False,False
track transactions of the customers,8,55,Average,35,5,1,1,5,6.2,0,False,False,False,False,False,False,False,False,False
track transactions of their own expenses,10,57,Average,40,6,1,1,6,5.83,0,False,False,False,False,False,False,False,False,False
gowth/progress dashboard,6,66,Average,24,3,1,1,3,7.33,0,False,False,False,False,False,False,False,False,False
"multi orchestra agents - eliza, transformer, advanced version of transformer",19,102,Average,76,9,1,1,8,7.11,0,False,False,False,False,False,False,False,False,False
based on computational resources of the merchent they should be able to switch between the models,24,213,Good,97,16,1,1,15,5.12,0,False,False,False,False,False,False,False,False,False
READ THE PREVIOUS CHATS. YOU KNOW WHAT I AM INTO. RIGHT? GREAT.,15,116,Good,63,12,1,4,12,4.0,0,False,False,False,False,False,False,False,False,False
"Okay. I'm a part of some, professor, professor of practice. He's from IIT, he's gonna come to our college today. So, I just wanted to know the area of interest I'm interested in, in case he asks for a",71,84,Average,200,39,1,4,31,3.95,0,False,False,False,False,False,False,False,False,False
