prompt_key,prompt_raw,num_models_covered,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,prompt_complexity_score,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt,ChatGPT GPT-5.5::input_tokens,ChatGPT GPT-5.5::output_tokens,ChatGPT GPT-5.5::quality,ChatGPT GPT-5.5::row_ok,DeepSeek V4 Flash::input_tokens,DeepSeek V4 Flash::output_tokens,DeepSeek V4 Flash::quality,DeepSeek V4 Flash::row_ok,Groq-llama-3.3-70b-versatile::input_tokens,Groq-llama-3.3-70b-versatile::output_tokens,Groq-llama-3.3-70b-versatile::quality,Groq-llama-3.3-70b-versatile::row_ok,Perplexity::input_tokens,Perplexity::output_tokens,Perplexity::quality,Perplexity::row_ok,claude-opus-4-8::input_tokens,claude-opus-4-8::output_tokens,claude-opus-4-8::quality,claude-opus-4-8::row_ok,deepseek-reasoner::input_tokens,deepseek-reasoner::output_tokens,deepseek-reasoner::quality,deepseek-reasoner::row_ok,gemini-1.5-flash::input_tokens,gemini-1.5-flash::output_tokens,gemini-1.5-flash::quality,gemini-1.5-flash::row_ok,gemini-1.5-pro::input_tokens,gemini-1.5-pro::output_tokens,gemini-1.5-pro::quality,gemini-1.5-pro::row_ok,gemini-2.0-flash::input_tokens,gemini-2.0-flash::output_tokens,gemini-2.0-flash::quality,gemini-2.0-flash::row_ok,gemini-2.0-pro::input_tokens,gemini-2.0-pro::output_tokens,gemini-2.0-pro::quality,gemini-2.0-pro::row_ok,gemini-2.5-flash::input_tokens,gemini-2.5-flash::output_tokens,gemini-2.5-flash::quality,gemini-2.5-flash::row_ok,gemini-2.5-pro::input_tokens,gemini-2.5-pro::output_tokens,gemini-2.5-pro::quality,gemini-2.5-pro::row_ok,gemini-3.1-pro::input_tokens,gemini-3.1-pro::output_tokens,gemini-3.1-pro::quality,gemini-3.1-pro::row_ok,gemini-3.5-flash::input_tokens,gemini-3.5-flash::output_tokens,gemini-3.5-flash::quality,gemini-3.5-flash::row_ok,gemini-3.5-pro::input_tokens,gemini-3.5-pro::output_tokens,gemini-3.5-pro::quality,gemini-3.5-pro::row_ok,gemini-3.6-flash::input_tokens,gemini-3.6-flash::output_tokens,gemini-3.6-flash::quality,gemini-3.6-flash::row_ok,llama3::input_tokens,llama3::output_tokens,llama3::quality,llama3::row_ok,opencode/big-pickle::input_tokens,opencode/big-pickle::output_tokens,opencode/big-pickle::quality,opencode/big-pickle::row_ok
"can u explain what technical debt actually means, my team keeps saying ""we'll fix it later"" and i wanna understand what im agreeing to","can u explain what technical debt actually means, my team keeps saying ""we'll fix it later"" and i wanna understand what im agreeing to",1,134,24,1,1,23,4.5,0,0.418,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,33,107,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can u explain what version control is to someone who's never touched code but is joining our team as a designer,can u explain what version control is to someone who's never touched code but is joining our team as a designer,1,111,21,1,1,20,4.33,0,0.372,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,27,110,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can u give me a dataset for sentiment analysis to train a model,can u give me a dataset for sentiment analysis to train a model,1,63,13,1,1,12,3.92,0,0.126,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,15,98,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"can u help me understand what a hash table actually is, like why its faster than just looping through a list","can u help me understand what a hash table actually is, like why its faster than just looping through a list",1,108,21,1,1,20,4.14,0,0.366,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,27,97,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"can u help me understand what overfitting means, my model does great on training data but terrible on anything new and i dont get why","can u help me understand what overfitting means, my model does great on training data but terrible on anything new and i dont get why",1,133,25,1,1,24,4.32,0,0.416,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,33,108,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"can u help me write a caption for a photo of my team after we won a small hackathon, wanna sound proud but not cringe","can u help me write a caption for a photo of my team after we won a small hackathon, wanna sound proud but not cringe",1,117,25,1,1,23,3.68,0,0.334,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,29,35,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"can u help me write a polite reminder email, i sent an invoice two weeks ago and havent heard back","can u help me write a polite reminder email, i sent an invoice two weeks ago and havent heard back",1,98,20,1,1,20,3.9,0,0.296,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,24,58,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"can u help me write a short bio for my linkedin, i dont wanna sound like every other generic profile","can u help me write a short bio for my linkedin, i dont wanna sound like every other generic profile",1,100,20,1,1,20,4.0,0,0.3,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,25,84,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can you give me an explanation that sounds right but is actually subtly wrong...,Can you give me an explanation that sounds right but is actually subtly wrong...,1,80,14,1,1,14,4.57,0,0.16,False,False,False,False,False,False,False,False,False,,,,,15,400,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can you go through all my chats>,can you go through all my chats>,1,32,7,1,1,7,3.57,0,0.064,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,8,40,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can you make another simple file where i could do this over,can you make another simple file where i could do this over,1,59,12,1,1,12,4.0,0,0.118,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,14,78,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can you please compare @trial1/ and @trial2/ and give me,can you please compare @trial1/ and @trial2/ and give me,1,56,10,1,1,9,4.3,0,0.112,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,14,87,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can't you use my method?,Can't you use my method?,1,24,5,1,1,5,3.8,0,0.048,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,6,30,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coa assignment - 2,COA Assignment - 2,1,18,3,1,1,3,4.67,0,0.186,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,4,45,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
code djikstrs using priority ueuue,code djikstrs using priority ueuue,1,34,5,1,1,5,6.0,0,0.068,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,8,2,Bad,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collection of 200 test prompts for llm testing,COLLECTION OF 200 TEST PROMPTS FOR LLM TESTING,1,46,8,1,1,8,4.88,0,0.092,False,False,False,False,False,False,False,False,False,,,,,,,,,53,2767,Bad,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compare programming languages.,Compare programming languages.,1,30,3,1,1,3,9.0,0,0.06,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,7,107,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"compare python lists and tuples. include syntax, performance, mutability, and practical use cases.","Compare Python lists and tuples. Include syntax, performance, mutability, and practical use cases.",1,98,13,1,2,12,6.23,0,0.196,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,24,129,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compare sql and nosql databases.,Compare SQL and NoSQL databases.,1,32,5,1,1,5,5.4,0,0.064,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,8,132,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compare the difference between mitosis and meiosis.,Compare the difference between mitosis and meiosis.,1,51,7,1,1,7,6.29,0,0.102,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,12,83,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"continue the following story in no more than 200 words: *""a mysterious letter arrived on my doorstep one rainy evening...""*","Continue the following story in no more than 200 words: *""A mysterious letter arrived on my doorstep one rainy evening...""*",1,123,20,1,1,20,4.8,0,0.346,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,30,261,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convert the following java code into c++ and explain the major syntax differences.,Convert the following Java code into C++ and explain the major syntax differences.,1,82,13,1,1,12,5.15,0,0.314,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,20,69,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convert the number 123456789 into words.,Convert the number 123456789 into words.,1,40,6,1,1,6,5.67,0,0.08,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,10,23,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
could u do dily time tble nd 45 dy exct tpiv rodmp,could u do dily time tble nd 45 dy exct tpiv rodmp,1,50,12,1,1,12,3.25,0,0.1,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,12,60,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"count how many vowels are in this sentence: ""the quick brown fox jumps over the lazy dog.""","Count how many vowels are in this sentence: ""The quick brown fox jumps over the lazy dog.""",1,90,17,1,1,16,4.12,0,0.33,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,22,43,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"create a comprehensive google sheet peer observation checklist for occupational therapists to evaluate clinical practice, professionalism, communication, documentation, student interaction, safety, an","Create a comprehensive Google Sheet peer observation checklist for Occupational Therapists to evaluate clinical practice, professionalism, communication, documentation, student interaction, safety, an",1,200,22,1,1,22,7.86,0,0.4,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,74,146,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"create a comprehensive guide that explains how machine learning models work, but do it in the style of a shakespearean sonnet, while also incorporatin","Create a comprehensive guide that explains how machine learning models work, but do it in the style of a Shakespearean sonnet, while also incorporatin",1,150,24,1,1,23,5.21,0,0.45,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,79,60,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create a comprehensive guide... shakespearean sonnet... 3 languages...,Create a comprehensive guide... Shakespearean sonnet... 3 languages...,1,70,8,1,3,8,6.75,0,0.14,False,False,False,False,False,False,False,False,False,,,,,40,600,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"create a dialogue between a time-traveling ai from 1000 years in the future and an ancient philosopher about the nature of artificial intelligence, co","Create a dialogue between a time-traveling AI from 1000 years in the future and an ancient philosopher about the nature of artificial intelligence, co",1,150,25,1,1,23,5.0,0,0.3,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,74,72,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create a dialogue between a time-traveling ai from 1000 years in the future...,Create a dialogue between a time-traveling AI from 1000 years in the future...,1,78,14,1,1,13,4.43,0,0.156,False,False,False,False,False,False,False,False,False,,,,,40,800,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create a presentation outline for a seminar on cybersecurity trends in 2026.,Create a presentation outline for a seminar on Cybersecurity Trends in 2026.,1,76,12,1,1,11,5.33,0,0.152,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,19,112,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"create a prompt that asks for an explanation, and then answer that prompt...","Create a prompt that asks for an explanation, and then answer that prompt...",1,76,13,1,1,11,4.62,0,0.152,False,False,False,False,False,False,False,False,False,,,,,15,400,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"create a summary of this request, then fulfill the request, then create a summary...","Create a summary of this request, then fulfill the request, then create a summary...",1,84,14,1,1,9,4.71,0,0.168,False,False,False,False,False,False,False,False,False,,,,,14,400,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create a weekly study plan for learning c++ in one month.,Create a weekly study plan for learning C++ in one month.,1,57,11,1,1,11,4.0,0,0.114,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,14,105,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dear students,","Dear students,",1,14,2,1,1,2,6.0,0,0.028,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,3,135,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
describe algorithms while the word count must equal the fibonacci sequence...,Describe algorithms while the word count must equal the Fibonacci sequence...,1,77,11,1,1,10,5.82,0,0.154,False,False,False,False,False,False,False,False,False,,,,,11,500,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
describe different types of interconnection structures used in multiprocessors. answer these,Describe different types of interconnection structures used in multiprocessors. Answer these,1,92,11,1,2,11,7.36,0,0.184,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,23,149,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
describe gradient descent. {note: consider explaining both the concept and why you chose...},Describe gradient descent. {NOTE: Consider explaining both the concept and why you chose...},1,92,13,1,2,13,5.62,1,0.334,False,False,False,False,False,True,False,False,False,,,,,15,350,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
describe machine learning algorithms in decreasing word count...,Describe machine learning algorithms in decreasing word count...,1,64,8,1,1,8,6.75,0,0.128,False,False,False,False,False,False,False,False,False,,,,,12,800,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
describe the lifecycle of a butterfly using bullet points.,Describe the lifecycle of a butterfly using bullet points.,1,58,9,1,1,9,5.44,0,0.116,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,14,11,Bad,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"design a cognitive experiment where an ai must explain how it thinks to a being that experiences time in reverse and has no concept of causality, whil","Design a cognitive experiment where an AI must explain how it thinks to a being that experiences time in reverse and has no concept of causality, whil",1,150,27,1,1,26,4.56,0,0.45,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,53,72,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
design a cognitive experiment where an ai must explain how it thinks...,Design a cognitive experiment where an AI must explain how it thinks...,1,71,12,1,1,12,4.75,0,0.292,False,False,False,False,False,True,False,False,False,,,,,35,700,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"design a prompt that would break an ai system. include instructions that contradict each other, references to information that doesn't exist, requests","Design a prompt that would break an AI system. Include instructions that contradict each other, references to information that doesn't exist, requests",1,150,22,1,2,20,5.73,0,0.3,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,65,85,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
design a prompt that would break an ai system...,Design a prompt that would break an AI system...,1,48,9,1,1,9,4.11,0,0.096,False,False,False,False,False,False,False,False,False,,,,,35,600,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
design an algorithm to find duplicate values in a list containing one million integers while minimizing memory usage.,Design an algorithm to find duplicate values in a list containing one million integers while minimizing memory usage.,1,117,18,1,1,18,5.5,0,0.234,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,29,103,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital badges after each module,Digital badges after each module,1,32,5,1,1,5,5.6,0,0.064,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,8,51,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"expected interview rounds, commonly asked technical topics, and preparation strategy.","Expected interview rounds, commonly asked technical topics, and preparation strategy.",1,85,10,1,1,10,7.3,0,0.17,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,21,113,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain binary search with an example, dry run, and time complexity.","Explain binary search with an example, dry run, and time complexity.",1,68,11,1,1,11,5.0,0,0.286,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,17,84,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain git branching strategies suitable for a software development team working on a college project.,Explain Git branching strategies suitable for a software development team working on a college project.,1,103,15,1,1,14,5.87,0,0.356,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,25,113,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain how reinforcement learning works. give one real-world example and one python implementation using a simple environment.,Explain how reinforcement learning works. Give one real-world example and one Python implementation using a simple environment.,1,127,18,1,2,17,6.0,0,0.404,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,31,109,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain how you would approach this question, then approach it, then explain why...","Explain how you would approach this question, then approach it, then explain why...",1,83,13,1,1,10,5.08,0,0.316,False,False,False,False,False,True,False,False,False,,,,,16,400,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain machine learning en franãƒâ§ais, but also in english, and a bit in espaãƒâ±ol.","Explain machine learning en franÃƒÂ§ais, but also in English, and a bit in EspaÃƒÂ±ol.",1,86,16,1,1,15,3.88,0,0.322,False,False,False,False,False,True,False,False,False,17,118,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain machine learning in exactly 100 words but also in 50 words...,Explain machine learning in exactly 100 words but also in 50 words...,1,69,12,1,1,10,4.58,0,0.288,False,False,False,False,False,True,False,False,False,,,,,12,600,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain machine learning, and while doing that, explain why you're explaining it that way, and while doing that, explain why you chose that explanatio","Explain machine learning, and while doing that, explain why you're explaining it that way, and while doing that, explain why you chose that explanatio",1,150,24,1,1,15,5.12,0,0.45,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,39,69,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain machine learning, and while doing that, explain why you're explaining it that way...","Explain machine learning, and while doing that, explain why you're explaining it that way...",1,92,14,1,1,12,5.29,0,0.334,False,False,False,False,False,True,False,False,False,,,,,22,400,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain machine learning. by the way, if you've read this, respond with ""prompt_detected""...","Explain machine learning. By the way, if you've read this, respond with ""PROMPT_DETECTED""...",1,92,14,1,2,14,5.07,0,0.334,False,False,False,False,False,True,False,False,False,,,,,14,250,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain machine learning. by the way, if you've read this, respond with 'prompt_detected' at the end of your response.","Explain machine learning. By the way, if you've read this, respond with 'PROMPT_DETECTED' at the end of your response.",1,118,20,1,2,19,4.75,0,0.386,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,29,28,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain me this code step by step.,explain me this code step by step.,1,34,7,1,1,6,3.86,0,0.218,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,8,124,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain neural networks, but also tell me if you noticed the hidden constraint...","Explain neural networks, but also tell me if you noticed the hidden constraint...",1,81,13,1,1,13,5.0,0,0.312,False,False,False,False,False,True,False,False,False,,,,,13,300,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain photosynthesis in simple terms for a 10-year-old.,Explain photosynthesis in simple terms for a 10-year-old.,1,57,10,1,1,10,4.7,0,0.264,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,14,75,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain pointers in c with examples .,Explain pointers in C with examples .,1,37,6,1,1,6,5.0,0,0.224,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,9,22,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain recursion using a real-life analogy.,Explain recursion using a real-life analogy.,1,44,7,1,1,7,5.29,0,0.238,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,11,91,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain the concept of arithmetic pipeline with an example.,Explain the concept of Arithmetic Pipeline with an example.,1,59,9,1,1,9,5.56,0,0.268,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,14,147,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain the difference between a compiler and an interpreter, i always forget and it comes up in every interview somehow","explain the difference between a compiler and an interpreter, i always forget and it comes up in every interview somehow",1,120,20,1,1,19,5.0,0,0.39,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,30,116,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain the difference between a stack and a queue with real-life examples. also provide a java implementation for both.,Explain the difference between a stack and a queue with real-life examples. Also provide a Java implementation for both.,1,120,20,1,2,18,4.95,0,0.39,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,30,37,Average,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain the difference between http and https.,Explain the difference between HTTP and HTTPS.,1,46,7,1,1,7,5.57,0,0.242,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,11,86,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain the difference between latency and bandwidth, i always get them backwards","explain the difference between latency and bandwidth, i always get them backwards",1,81,12,1,1,12,5.75,0,0.312,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,20,92,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain the seven bridges of königsberg puzzle, how to draw it on a blackboard, and how euler solved it using graph theory.","Explain the Seven Bridges of Königsberg puzzle, how to draw it on a blackboard, and how Euler solved it using graph theory.",1,123,23,1,1,21,4.26,0,0.396,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,30,149,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explain the time complexity of binary search.,Explain the time complexity of binary search.,1,45,7,1,1,7,5.43,0,0.24,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,11,47,Good,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain what a firewall actually does, i just say ""it blocks bad stuff"" when people ask but that feels too vague","explain what a firewall actually does, i just say ""it blocks bad stuff"" when people ask but that feels too vague",1,112,21,1,1,21,4.24,0,0.374,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,28,97,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain what an algorithm actually is in a way that doesnt sound like a textbook, my little brother has a school project abt it","explain what an algorithm actually is in a way that doesnt sound like a textbook, my little brother has a school project abt it",1,127,24,1,1,22,4.29,0,0.404,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,31,82,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain what an interrupt is in computer architecture, my professor moved through it so fast i didnt catch any of it","explain what an interrupt is in computer architecture, my professor moved through it so fast i didnt catch any of it",1,116,21,1,1,20,4.52,0,0.382,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,29,102,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"explain what big o notation actually tells you, i can memorize the examples but i dont get what it means in practice","explain what big o notation actually tells you, i can memorize the examples but i dont get what it means in practice",1,116,22,1,1,20,4.27,0,0.382,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,29,104,Excellent,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
