prompt_raw,model,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,prompt_complexity_score,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt,input_tokens,output_tokens
"can u help me write a caption for a photo of my team after we won a small hackathon, wanna sound proud but not cringe",claude-opus-4-8,117,25,1,1,23,3.68,0,0.334,False,False,False,False,False,False,True,False,False,29,35
"i keep mixing up TCP and UDP in my head, can u explain the actual difference in a way that'll stick this time",claude-opus-4-8,109,23,1,1,22,3.74,0,0.368,False,False,False,False,False,True,False,False,False,27,112
"my roommate keeps leaving dishes in the sink and its been like a week now, help me write something to say to him that isnt gonna start a fight",claude-opus-4-8,142,29,1,1,27,3.9,0,0.284,False,False,False,False,False,False,False,False,False,35,79
"i have to explain what an api is to my non tech friend who thinks im just ""clicking buttons all day"", how do i put it simply",claude-opus-4-8,124,27,1,1,25,3.52,0,0.498,False,False,False,False,False,True,False,True,False,31,90
"so i wanna switch my major but i havent told my parents yet cus i know theyll freak out, can u help me think through how to bring it up",claude-opus-4-8,135,30,1,1,27,3.5,0,0.42,False,False,False,False,False,True,False,False,False,33,144
"can u help me understand what a hash table actually is, like why its faster than just looping through a list",claude-opus-4-8,108,21,1,1,20,4.14,0,0.366,False,False,False,False,False,True,False,False,False,27,97
"i just got some feedback on my essay saying its ""too vague"" but i dont get what that means exactly, can u help me figure out how to make it more specific",claude-opus-4-8,153,32,1,1,31,3.72,0,0.456,False,False,False,False,False,True,False,False,False,38,107
"we're planning a trip for like 4 people on a tight budget, can u suggest how we should split up planning tasks so nobody does everything",claude-opus-4-8,136,26,1,1,24,4.23,0,0.422,False,False,False,False,False,True,False,False,False,34,97
"my sister is stressed abt her thesis defense next week, what are some general questions committees usually ask so i can help her prep",claude-opus-4-8,133,24,1,1,23,4.54,0,0.266,False,False,False,False,False,False,False,False,False,33,110
"i accidentally sent a half finished email to my manager, help me write a quick follow up that doesnt make it a bigger deal than it is",claude-opus-4-8,133,27,1,1,24,3.93,0,0.366,False,False,False,False,False,False,True,False,False,33,37
"can u explain what a rest api is, i keep hearing it in interviews but i just nod along and dont actually get it",claude-opus-4-8,111,24,1,1,22,3.62,0,0.472,False,False,False,False,False,True,False,True,False,27,115
"so my code works on my laptop but breaks the second i push it, is that usually an environment thing or am i missing something obvious",claude-opus-4-8,133,26,1,1,24,4.12,0,0.266,False,False,False,False,False,False,False,False,False,33,124
"i wanna ask my professor if i can redo a quiz i did badly on but i dont wanna sound entitled, can u help me word it",claude-opus-4-8,115,27,1,1,22,3.26,0,0.23,False,False,False,False,False,False,False,False,False,28,81
"can u explain gradient descent using like a hiking analogy or something, the math notation my textbook uses isnt clicking",claude-opus-4-8,121,20,1,1,20,5.05,0,0.392,False,False,False,False,False,True,False,False,False,30,113
"my friend group is planning a birthday thing for someone and i got assigned ""figure out the venue"" with zero budget info, what should i even ask them first",claude-opus-4-8,155,29,1,1,28,4.28,0,0.31,False,False,False,False,False,False,False,False,False,38,81
"i think i need to set boundaries with a coworker who keeps dumping their tasks on me but i dont wanna come off as difficult, help me think this through",claude-opus-4-8,151,30,1,1,26,4.03,0,0.302,False,False,False,False,False,False,False,False,False,37,114
"explain what cloud computing actually means, i keep telling people ""it's just someone else's computer"" but i feel like thats not the full picture",claude-opus-4-8,145,24,1,1,23,4.96,0,0.44,False,False,False,False,False,True,False,False,False,36,124
"i have an exam tomorrow on databases and i still dont get normalization, can u explain 1nf 2nf 3nf without making it more confusing",claude-opus-4-8,131,24,1,1,23,4.46,0,0.412,False,False,False,False,False,True,False,False,False,32,115
"my partner and i keep arguing abt chores, can u help me write out a fair way to split them that i can actually bring up calmly",claude-opus-4-8,126,27,1,1,25,3.67,0,0.252,False,False,False,False,False,False,False,False,False,31,104
"can u help me understand what overfitting means, my model does great on training data but terrible on anything new and i dont get why",claude-opus-4-8,133,25,1,1,24,4.32,0,0.416,False,False,False,False,False,True,False,False,False,33,108
"i wanna dm a professor i dont know asking if i can shadow their research, how do i not sound like im just spamming everyone",claude-opus-4-8,123,25,1,1,22,3.92,0,0.396,False,False,False,False,False,True,False,False,False,30,108
so we're building a small app and i need to explain to my non technical teammate why we need a database instead of just a spreadsheet,claude-opus-4-8,133,26,1,1,22,4.15,0,0.416,False,False,False,False,False,True,False,False,False,33,106
"can u help me write a short bio for my linkedin, i dont wanna sound like every other generic profile",claude-opus-4-8,100,20,1,1,20,4.0,0,0.3,False,False,False,False,False,False,True,False,False,25,84
"i just realized i double booked myself for two things saturday, help me draft a message to back out of one without burning a bridge",claude-opus-4-8,131,25,1,1,23,4.24,0,0.262,False,False,False,False,False,False,False,False,False,32,58
"explain what an algorithm actually is in a way that doesnt sound like a textbook, my little brother has a school project abt it",claude-opus-4-8,127,24,1,1,22,4.29,0,0.404,False,False,False,False,False,True,False,False,False,31,82
"i think my teammate isnt pulling their weight on the group assignment but i dont wanna be the one who ""snitches"" to the prof, whats a better way to handle it",claude-opus-4-8,157,31,1,1,27,4.0,0,0.314,False,False,False,False,False,False,False,False,False,39,98
"can u break down what encryption actually does when i send a message, like whats really happening behind the scenes",claude-opus-4-8,115,20,1,1,20,4.75,0,0.23,False,False,False,False,False,False,False,False,False,28,100
"i wanna ask for a raise but i havent done this before, can u help me figure out how to bring it up with my manager",claude-opus-4-8,114,26,1,1,25,3.38,0,0.378,False,False,False,False,False,True,False,False,False,28,111
"explain the difference between a compiler and an interpreter, i always forget and it comes up in every interview somehow",claude-opus-4-8,120,20,1,1,19,5.0,0,0.39,False,False,False,False,False,True,False,False,False,30,116
"my grandma wants to video call but i have a deadline in 2 hours, help me write something sweet to reschedule without hurting her feelings",claude-opus-4-8,137,25,1,1,24,4.48,0,0.274,False,False,False,False,False,False,False,False,False,34,57
can u explain what version control is to someone who's never touched code but is joining our team as a designer,claude-opus-4-8,111,21,1,1,20,4.33,0,0.372,False,False,False,False,False,True,False,False,False,27,110
"i totally forgot my friends bday is this weekend, help me come up w a last minute but still thoughtful gift idea, budget is like 20 bucks",claude-opus-4-8,137,27,1,1,26,4.04,0,0.274,False,False,False,False,False,False,False,False,False,34,105
"whats the actual difference between a stack and a queue, i keep forgetting which one is fifo and which is lifo",claude-opus-4-8,110,21,1,1,17,4.24,0,0.22,False,False,False,False,False,False,False,False,False,27,96
"i need to tell my group that i cant make the meeting time they picked, help me suggest alternatives without sounding difficult",claude-opus-4-8,126,22,1,1,21,4.73,0,0.252,False,False,False,False,False,False,False,False,False,31,64
"can u explain what recursion is using something that isnt the fibonacci example, everyone uses that one and it never clicks for me",claude-opus-4-8,130,23,1,1,22,4.65,0,0.41,False,False,False,False,False,True,False,False,False,32,102
"my professor said my code ""works but isnt efficient"", can u explain what makes code efficient in simple terms",claude-opus-4-8,109,19,1,1,16,4.63,0,0.368,False,False,False,False,False,True,False,False,False,27,124
"i wanna check in on a friend who's been kinda distant lately without making it sound like an interrogation, help me word a text",claude-opus-4-8,127,24,1,1,23,4.29,0,0.254,False,False,False,False,False,False,False,False,False,31,61
"explain what a firewall actually does, i just say ""it blocks bad stuff"" when people ask but that feels too vague",claude-opus-4-8,112,21,1,1,21,4.24,0,0.374,False,False,False,False,False,True,False,False,False,28,97
"i have leftover rice, eggs, and some veggies in the fridge, can u suggest something quick i can make for dinner",claude-opus-4-8,111,21,1,1,19,4.19,0,0.222,False,False,False,False,False,False,False,False,False,27,63
"can u help me write a polite reminder email, i sent an invoice two weeks ago and havent heard back",claude-opus-4-8,98,20,1,1,20,3.9,0,0.296,False,False,False,False,False,False,True,False,False,24,58
"whats the difference between authentication and authorization, i mix them up every single time in interviews",claude-opus-4-8,108,16,1,1,16,5.75,0,0.216,False,False,False,False,False,False,False,False,False,27,91
"my little cousin asked me why the sky is blue and i didnt actually know, can u explain it simply enough that a 10 year old gets it",claude-opus-4-8,130,28,1,1,27,3.64,0,0.41,False,False,False,False,False,True,False,False,False,32,99
"i need to decline a group project role i got assigned without seeming like im not a team player, any suggestions on how to phrase it",claude-opus-4-8,132,26,1,1,23,4.08,0,0.414,False,False,False,False,False,True,False,False,False,33,76
"can u explain what an api rate limit is, my app keeps failing and someone said thats probably why",claude-opus-4-8,97,19,1,1,19,4.11,0,0.444,False,False,False,False,False,True,False,True,False,24,98
"i think i need to apologize to a friend for something i said when i was stressed, help me figure out how to start that conversation",claude-opus-4-8,131,26,1,1,21,4.04,0,0.412,False,False,False,False,False,True,False,False,False,32,78
"explain what big o notation actually tells you, i can memorize the examples but i dont get what it means in practice",claude-opus-4-8,116,22,1,1,20,4.27,0,0.382,False,False,False,False,False,True,False,False,False,29,104
"my landlord wants to raise rent and i wanna push back a bit but stay respectful, help me think through what to say",claude-opus-4-8,114,23,1,1,22,3.96,0,0.378,False,False,False,False,False,True,False,False,False,28,104
"can u explain what a load balancer does, in my interview prep it keeps coming up and i just skip past it every time",claude-opus-4-8,115,24,1,1,23,3.79,0,0.38,False,False,False,False,False,True,False,False,False,28,87
"i wanna plan a surprise for my parents anniversary but they live far and i cant be there, any ideas that dont feel lame over distance",claude-opus-4-8,133,26,1,1,25,4.12,0,0.266,False,False,False,False,False,False,False,False,False,33,121
"whats the actual difference between sql and nosql databases, when would someone actually pick one over the other",claude-opus-4-8,112,18,1,1,17,5.22,0,0.224,False,False,False,False,False,False,False,False,False,28,114
"i missed a deadline for a scholarship application because of a family thing, help me write an email explaining and asking if theres any flexibility",claude-opus-4-8,147,25,1,1,23,4.88,0,0.444,False,False,False,False,False,True,False,False,False,36,83
"can u explain what containers are (like docker), i keep hearing ""it works on my machine"" jokes and now i get why but not really how",claude-opus-4-8,131,26,1,1,25,3.88,1,0.412,False,False,False,False,False,True,False,False,False,32,113
"my roommate's friend has basically been staying over every weekend and its starting to bother me, how do i bring this up without it being awkward",claude-opus-4-8,145,26,1,1,26,4.58,0,0.44,False,False,False,False,False,True,False,False,False,36,81
"explain what an interrupt is in computer architecture, my professor moved through it so fast i didnt catch any of it",claude-opus-4-8,116,21,1,1,20,4.52,0,0.382,False,False,False,False,False,True,False,False,False,29,102
"i wanna give feedback to a junior teammate on their code without sounding harsh, they're new and i remember how that felt",claude-opus-4-8,121,22,1,1,21,4.5,0,0.392,False,False,False,False,False,True,False,False,False,30,94
"can u explain the cap theorem in a way that doesnt need a whiteboard, i just need the gist for an interview tomorrow",claude-opus-4-8,116,23,1,1,20,4.04,0,0.382,False,False,False,False,False,True,False,False,False,29,109
"i think i need to set a boundary with my parents abt how often they call during work hours, help me figure out how to say it kindly",claude-opus-4-8,131,28,1,1,25,3.68,0,0.412,False,False,False,False,False,True,False,False,False,32,76
"whats the difference between a process and a thread, i always confuse them when explaining to people",claude-opus-4-8,100,17,1,1,16,4.88,0,0.2,False,False,False,False,False,False,False,False,False,25,99
"i have to write a thank you note to someone who wrote me a recommendation letter, help me make it sound genuine not generic",claude-opus-4-8,123,24,1,1,21,4.12,0,0.346,False,False,False,False,False,False,True,False,False,30,95
"can u explain what garbage collection means in programming, i know it ""cleans up memory"" but not actually how",claude-opus-4-8,109,19,1,1,19,4.63,0,0.368,False,False,False,False,False,True,False,False,False,27,126
"my friend wants to borrow money again and i already lent them some last month, help me figure out how to say no this time",claude-opus-4-8,121,25,1,1,24,3.84,0,0.392,False,False,False,False,False,True,False,False,False,30,76
"explain the difference between latency and bandwidth, i always get them backwards",claude-opus-4-8,81,12,1,1,12,5.75,0,0.312,False,False,False,False,False,True,False,False,False,20,92
"i need to write a caption for our team photo after we shipped our first feature, wanna sound proud without being cringe about it",claude-opus-4-8,128,24,1,1,23,4.33,0,0.356,False,False,False,False,False,False,True,False,False,32,17
"whats a race condition actually, i keep hearing it blamed for bugs but i dont get what causes it",claude-opus-4-8,96,19,1,1,17,4.05,0,0.192,False,False,False,False,False,False,False,False,False,24,112
"i wanna ask my mentor for more frequent check ins but i dont wanna seem needy, help me word this",claude-opus-4-8,96,20,1,1,18,3.8,0,0.192,False,False,False,False,False,False,False,False,False,24,71
can u explain what dns actually does when i type a website into my browser,claude-opus-4-8,74,15,1,1,15,4.0,0,0.298,False,False,False,False,False,True,False,False,False,18,90
"my group chat is planning something for new years and i genuinely cant afford to go this year, help me say that without it being weird",claude-opus-4-8,134,26,1,1,26,4.15,0,0.268,False,False,False,False,False,False,False,False,False,33,58
"whats the difference between a framework and a library, people use them interchangeably and it confuses me",claude-opus-4-8,106,17,1,1,15,5.24,0,0.212,False,False,False,False,False,False,False,False,False,26,103
"i think i said something insensitive in a meeting without realizing, should i address it directly or let it go",claude-opus-4-8,110,20,1,1,17,4.5,0,0.22,False,False,False,False,False,False,False,False,False,27,88
"can u explain what an index does in a database, like why it makes queries faster",claude-opus-4-8,80,16,1,1,16,4.0,0,0.31,False,False,False,False,False,True,False,False,False,20,99
"my sibling and i havent talked in a few weeks after a dumb argument, help me write the first message to break the silence",claude-opus-4-8,121,24,1,1,22,4.04,0,0.242,False,False,False,False,False,False,False,False,False,30,50
"whats the actual difference between http and https, i know one has a lock icon but not why that matters",claude-opus-4-8,103,20,1,1,20,4.15,0,0.356,False,False,False,False,False,True,False,False,False,25,101
"i wanna ask a professor to be a reference for grad school but i only took one class with them, is that weird to ask",claude-opus-4-8,115,25,1,1,21,3.6,0,0.23,False,False,False,False,False,False,False,False,False,28,101
"can u explain what caching is, my app got way faster after someone added it and i wanna actually understand why",claude-opus-4-8,111,21,1,1,21,4.29,0,0.372,False,False,False,False,False,True,False,False,False,27,105
"my partner's family invited me to something big and i havent met most of them yet, help me figure out how to not seem awkward",claude-opus-4-8,125,25,1,1,23,4.0,0,0.4,False,False,False,False,False,True,False,False,False,31,103
"whats the difference between a bug and a vulnerability, my manager used both today and i wasnt sure if they meant the same thing",claude-opus-4-8,128,24,1,1,21,4.33,0,0.256,False,False,False,False,False,False,False,False,False,32,97
"i need to tell my study group i wanna change our meeting spot cus the current one is always too loud, how do i bring it up",claude-opus-4-8,122,27,1,1,25,3.52,0,0.394,False,False,False,False,False,True,False,False,False,30,65
"can u explain what an event loop is in javascript, i keep hearing ""non blocking"" and nodding along",claude-opus-4-8,98,18,1,1,18,4.33,0,0.346,False,False,False,False,False,True,False,False,False,24,122
"i think my resume is too long at 2 pages but i dont know what to cut, can u help me think through what actually matters",claude-opus-4-8,119,26,1,1,23,3.58,0,0.388,False,False,False,False,False,True,False,False,False,29,102
"whats the difference between a class and an object, my intro to programming class explained it weird and it never stuck",claude-opus-4-8,119,21,1,1,18,4.67,0,0.238,False,False,False,False,False,False,False,False,False,29,117
"i wanna check in with my manager abt my growth this year before my review, help me figure out how to start that conversation",claude-opus-4-8,124,24,1,1,22,4.17,0,0.398,False,False,False,False,False,True,False,False,False,31,63
"can u explain what a memory leak actually is in code terms, not just ""it uses too much memory""",claude-opus-4-8,94,19,1,1,18,3.84,0,0.338,False,False,False,False,False,True,False,False,False,23,101
"my friend keeps cancelling plans last minute and it's starting to bother me, help me figure out how to bring it up without sounding petty",claude-opus-4-8,137,25,1,1,23,4.48,0,0.424,False,False,False,False,False,True,False,False,False,34,74
"whats the difference between concurrency and parallelism, i always thought they were the same thing",claude-opus-4-8,99,15,1,1,14,5.6,0,0.198,False,False,False,False,False,False,False,False,False,24,122
"i have to write a short intro for myself before a networking event tomorrow and i freeze up every time, help me draft something natural",claude-opus-4-8,135,25,1,1,23,4.4,0,0.37,False,False,False,False,False,False,True,False,False,33,69
"can u explain what technical debt actually means, my team keeps saying ""we'll fix it later"" and i wanna understand what im agreeing to",claude-opus-4-8,134,24,1,1,23,4.5,0,0.418,False,False,False,False,False,True,False,False,False,33,107
whyd o u want to join codess in 250 words,claude-opus-4-8,41,10,1,1,10,3.2,0,0.082,False,False,False,False,False,False,False,False,False,10,84
"Maintain the tone, but summarize it a bit.",claude-opus-4-8,42,8,1,1,8,4.12,0,0.084,False,False,False,False,False,False,False,False,False,10,25
"hey i wnat to know what alla re the existing slutions fr skin disease detection using cnn,i mean the projects for cnn models focusing on some specific diseases",claude-opus-4-8,159,29,1,1,26,4.52,0,0.318,False,False,False,False,False,False,False,False,False,39,129
"I have done some working on performing or choosing of many projects in the healthcare domains, which adds a lot of weight to the resume, and we want to find which actually works in the healthcare doma",claude-opus-4-8,200,37,1,1,30,4.38,0,0.4,False,False,False,False,False,False,False,False,False,149,163
"now we are actually going to work with a mini project. We want to check out what are the papers required, so what is it as air quality index reduction and air quality index predictor based on the air",claude-opus-4-8,199,39,1,2,30,4.08,0,0.398,False,False,False,False,False,False,False,False,False,326,237
code djikstrs using priority ueuue,claude-opus-4-8,34,5,1,1,5,6.0,0,0.068,False,False,False,False,False,False,False,False,False,8,2
i need  forml mil etiuette for sending mil for the proejt submisiion to the comony recruiter,claude-opus-4-8,92,16,1,1,13,4.75,0,0.184,False,False,False,False,False,False,False,False,False,23,77
tech events their venue timings prices and cash prizes ke this is  title for ggle sheets,claude-opus-4-8,88,16,1,1,16,4.5,0,0.176,False,False,False,False,False,False,False,False,False,22,55
hey chatgpt i wold like u to help me in finding the burining industraila problme statemnets whoch will also come under sdg goals and asloooo those need to be hel in detection methods using AI and ml o,claude-opus-4-8,200,38,1,1,35,4.29,0,0.4,False,False,False,False,False,False,False,False,False,80,178
could u do dily time tble nd 45 dy exct tpiv rodmp,claude-opus-4-8,50,12,1,1,12,3.25,0,0.1,False,False,False,False,False,False,False,False,False,12,60
"for this gimme the acheivements what i have mentiorned in resume so will add in google form Sac technical head also add at alst""",claude-opus-4-8,128,24,1,1,22,4.33,0,0.256,False,False,False,False,False,False,False,False,False,32,63
hey i need you to write or ddrft mil to the swiggy suppprt regrding receiving worng order nd the items we hve received re shirvd multi grin t penuts pcket nd kinder joy bueno where we hve ordered pils,claude-opus-4-8,200,39,1,1,34,4.15,0,0.4,False,False,False,False,False,False,False,False,False,75,14
"I'm a little beginner of technicals, so I would like you to give me some basics content on. I would like to know first exactly what does backend mean? How is it helping out? How backend helps in creat",claude-opus-4-8,200,39,1,4,33,4.05,0,0.55,False,False,False,False,False,True,False,False,False,148,139
how to build it sing llm gimme structured prompt,claude-opus-4-8,48,9,1,1,9,4.44,0,0.246,False,False,False,False,False,True,False,False,False,12,98
"""I'm a final year AI & ML student. Create a complete roadmap from where I am today to becoming an AI Engineer. Tell me what to learn, what to skip, projects to build and an estimated timeline.""",claude-opus-4-8,193,36,1,3,29,4.14,0,0.386,False,False,False,False,False,False,False,False,False,48,167
"""Explain Agentic AI from absolute scratch. Assume I know nothing. Cover memory, planning, reasoning, tool calling, MCP, LangGraph, LangChain, CrewAI and how everything fits together.""",claude-opus-4-8,183,25,1,3,25,5.88,0,0.516,False,False,False,False,False,True,False,False,False,45,168
"""If I wanted to build my own AI agent today, what would the complete architecture look like? Explain frontend, backend, vector databases, memory, orchestration and deployment.""",claude-opus-4-8,176,26,1,2,26,5.46,0,0.502,False,False,False,False,False,True,False,False,False,44,143
"""Teach me Retrieval Augmented Generation (RAG) from scratch. Explain embeddings, chunking, vector databases, retrieval, reranking and when RAG should or shouldn't be used.""",claude-opus-4-8,172,23,1,2,21,6.09,1,0.494,False,False,False,False,False,True,False,False,False,43,142
"""How do Large Language Models actually work internally? Explain transformers, attention, tokenization, embeddings, inference and fine-tuning like you're teaching an engineering student.""",claude-opus-4-8,186,23,1,2,23,6.78,0,0.522,False,False,False,False,False,True,False,False,False,46,119
"""Make me a complete AI Engineer interview preparation roadmap for the next three months with weekly goals.""",claude-opus-4-8,107,17,1,1,17,5.18,0,0.214,False,False,False,False,False,False,False,False,False,26,81
"""I'm preparing for placements, not FAANG. Give me only the DSA topics and questions that actually matter for companies like Visa, UBS, HSBC and Flipkart.""",claude-opus-4-8,154,25,1,2,23,4.92,0,0.308,False,False,False,False,False,False,False,False,False,38,85
"""Teach me Dynamic Programming in the easiest possible sequence starting from recursion and memoization.""",claude-opus-4-8,104,14,1,1,14,6.29,0,0.208,False,False,False,False,False,False,False,False,False,26,76
"""Explain the Sliding Window pattern so well that I can identify those questions in interviews without memorizing solutions.""",claude-opus-4-8,124,18,1,1,18,5.78,0,0.398,False,False,False,False,False,True,False,False,False,31,82
"""Review my resume like you're an SDE recruiter. Be brutally honest and tell me exactly what should be improved.""",claude-opus-4-8,112,19,1,2,18,4.74,0,0.224,False,False,False,False,False,False,False,False,False,28,53
"""Explain Spring Boot project architecture used in production applications. Cover controllers, services, repositories, DTOs, entities, exception handling and authentication.""",claude-opus-4-8,173,19,1,2,19,7.68,0,0.496,False,False,False,False,False,True,False,False,False,43,100
"""Teach me Multi-Tenant SaaS architecture from scratch. Compare database-per-tenant, schema-per-tenant and shared database approaches.""",claude-opus-4-8,134,19,1,2,15,5.84,0,0.268,False,False,False,False,False,False,False,False,False,33,73
"""Explain Redis like I'm a beginner. Why do companies use it? Where does it sit in the system architecture?""",claude-opus-4-8,107,19,1,3,18,4.42,0,0.364,False,False,False,False,False,True,False,False,False,26,78
"""Compare PostgreSQL and MySQL for startups. Which one should I choose and why?""",claude-opus-4-8,79,13,1,2,12,4.85,0,0.308,False,False,False,False,False,True,False,False,False,19,79
"""Explain how Stripe works behind the scenes. Cover payment flow, subscriptions, webhooks, refunds and security.""",claude-opus-4-8,112,15,1,2,15,6.07,0,0.374,False,False,False,False,False,True,False,False,False,28,108
"""Act like an investor and brutally evaluate my startup idea. Tell me whether it's worth building or not.""",claude-opus-4-8,105,18,1,2,18,4.67,0,0.21,False,False,False,False,False,False,False,False,False,26,45
"""Analyze my startup A2S completely. Market size, competitors, monetization, pricing, MVP, customer acquisition, risks and scalability.""",claude-opus-4-8,135,16,1,2,16,6.88,0,0.42,False,False,False,False,False,True,False,False,False,33,49
"""Create a pitch deck outline that would actually impress an investor.""",claude-opus-4-8,70,11,1,1,11,5.18,0,0.14,False,False,False,False,False,False,False,False,False,17,53
"""Help me decide what features belong in my MVP and what should be postponed.""",claude-opus-4-8,77,14,1,1,13,4.36,0,0.154,False,False,False,False,False,False,False,False,False,19,62
"""If you were my CTO, create a six-month product development roadmap for my startup.""",claude-opus-4-8,84,15,1,1,14,4.4,0,0.168,False,False,False,False,False,False,False,False,False,21,71
"""Research the Visa internship hiring process in detail. What rounds are there? What DSA level do they expect? What projects help?""",claude-opus-4-8,130,21,1,4,19,4.95,0,0.26,False,False,False,False,False,False,False,False,False,32,68
"""Explain the Flipkart GRiD internship process in detail and what happens after each round.""",claude-opus-4-8,91,14,1,1,14,5.36,0,0.332,False,False,False,False,False,True,False,False,False,22,69
"""Create a realistic CAT preparation plan while balancing engineering placements.""",claude-opus-4-8,81,10,1,1,10,6.9,0,0.162,False,False,False,False,False,False,False,False,False,20,64
"""Compare taking a high-paying software job versus pursuing an MBA over the next ten years.""",claude-opus-4-8,91,16,1,1,16,4.56,0,0.182,False,False,False,False,False,False,False,False,False,22,76
"""Teach me how to write a proper research paper from literature review to publication.""",claude-opus-4-8,86,14,1,1,13,5.0,0,0.422,False,False,False,False,False,True,True,False,False,21,82
"""Build me a cybersecurity roadmap for beginners covering networking, Linux, web security and penetration testing.""",claude-opus-4-8,114,15,1,1,15,6.33,0,0.228,False,False,False,False,False,False,False,False,False,28,65
"""Explain Authentication vs Authorization with JWT, OAuth, cookies and sessions using practical examples.""",claude-opus-4-8,105,13,1,1,13,6.77,0,0.36,False,False,False,False,False,True,False,False,False,26,80
"""Teach me System Design from absolute scratch with real-world examples.""",claude-opus-4-8,72,11,1,1,11,5.36,0,0.144,False,False,False,False,False,False,False,False,False,18,61
"""Explain Docker and containers from scratch. Why do companies actually use Docker?""",claude-opus-4-8,83,12,1,2,11,5.67,0,0.316,False,False,False,False,False,True,False,False,False,20,62
"""Compare AWS, Azure and Google Cloud for students and startups. Which one should I learn first?""",claude-opus-4-8,96,16,1,2,15,4.75,0,0.192,False,False,False,False,False,False,False,False,False,24,58
"""Help me design an AI-powered Chrome extension that simplifies complicated webpages. Cover architecture, APIs, UX and monetization.""",claude-opus-4-8,132,18,1,2,18,6.06,0,0.264,False,False,False,False,False,False,False,False,False,33,74
"""Compare Flutter and Streamlit for building startup MVPs.""",claude-opus-4-8,58,8,1,1,8,6.0,0,0.116,False,False,False,False,False,False,False,False,False,14,69
"""Explain the difference between Kindle publishing and traditional publishing in India for first-time authors.""",claude-opus-4-8,110,15,1,1,14,6.2,0,0.37,False,False,False,False,False,True,False,False,False,27,64
"""Help me identify a book using only the parts of the story I remember.""",claude-opus-4-8,71,14,1,1,13,3.93,0,0.242,False,False,False,False,False,False,True,False,False,17,31
"""Explain B12 deficiency completely. What symptoms are common, when is dizziness related and when should someone worry?""",claude-opus-4-8,119,17,1,2,16,5.76,0,0.388,False,False,False,False,False,True,False,False,False,29,81
"""Analyze this cricketer beyond statistics. Explain technique, strengths, weaknesses, captaincy, fitness and future potential.""",claude-opus-4-8,126,14,1,2,14,7.5,0,0.402,False,False,False,False,False,True,False,False,False,31,37
"""Prepare a complete market research report for this startup idea including TAM, SAM, SOM, competitors, trends and barriers to entry.""",claude-opus-4-8,133,20,1,1,20,5.35,0,0.266,False,False,False,False,False,False,False,False,False,33,28
"""I want to learn this topic properly. Give me the correct order to study it, projects to build, common mistakes, interview relevance and how long each stage should take.""",claude-opus-4-8,170,29,1,2,27,4.66,0,0.49,False,False,False,False,False,True,False,False,False,42,30
"""Act as an experienced startup founder and tell me everything that's wrong with my business model before I spend months building it.""",claude-opus-4-8,133,22,1,1,22,4.95,0,0.266,False,False,False,False,False,False,False,False,False,33,33
"""If you had to mentor me from scratch for software engineering placements, what would the next 90 days look like?""",claude-opus-4-8,114,20,1,1,20,4.55,0,0.228,False,False,False,False,False,False,False,False,False,28,47
"""Compare these two technologies in terms of scalability, learning curve, community support, industry adoption and future scope.""",claude-opus-4-8,128,17,1,1,17,6.24,0,0.256,False,False,False,False,False,False,False,False,False,32,23
"""Explain this research paper like I'm an engineering student. Break down every section into simple language.""",claude-opus-4-8,109,16,1,2,16,5.62,0,0.368,False,False,False,False,False,True,False,False,False,27,27
"""Create a step-by-step implementation plan for this project from idea to deployment.""",claude-opus-4-8,85,14,1,1,13,4.93,0,0.32,False,False,False,False,False,True,False,False,False,21,29
"""Tell me the prerequisites I should learn before starting this technology so I don't waste time.""",claude-opus-4-8,97,16,1,1,15,4.94,0,0.194,False,False,False,False,False,False,False,False,False,24,23
"""Assume you are a hiring manager. Based on my skills, what gaps would stop you from shortlisting me?""",claude-opus-4-8,101,18,1,2,17,4.39,0,0.202,False,False,False,False,False,False,False,False,False,25,26
"""If this startup were presented on Shark Tank or to a VC, what questions would they ask and how should I answer them?""",claude-opus-4-8,118,23,1,1,23,4.0,0,0.386,False,False,False,False,False,True,False,False,False,29,37
"""Research the latest industry trends in this field and tell me where the biggest opportunities are over the next five years.""",claude-opus-4-8,125,21,1,1,19,4.86,0,0.25,False,False,False,False,False,False,False,False,False,31,20
"""Explain this concept visually and intuitively instead of giving textbook definitions.""",claude-opus-4-8,87,11,1,1,11,6.73,0,0.324,False,False,False,False,False,True,False,False,False,21,26
"""Create the ultimate beginner-to-advanced roadmap for this subject with free resources, projects and milestones.""",claude-opus-4-8,113,16,1,1,16,5.88,0,0.226,False,False,False,False,False,False,False,False,False,28,29
"""I'm confused between multiple career paths. Compare them based on salary growth, work-life balance, learning opportunities, long-term stability and future demand.""",claude-opus-4-8,164,23,1,2,23,5.87,0,0.328,False,False,False,False,False,False,False,False,False,41,38
"""I have this startup idea. Don't just appreciate it. Tear it apart, tell me every loophole, every risk, every competitor and whether it can actually become a unicorn.""",claude-opus-4-8,167,28,1,3,24,4.71,0,0.334,False,False,False,False,False,False,False,False,False,41,34
"""Assume you're an investor from Sequoia or Y Combinator. Ask me every question you would before investing.""",claude-opus-4-8,107,17,1,2,17,5.12,0,0.214,False,False,False,False,False,False,False,False,False,26,57
