Model Name,Prompt,Response,Input Tokens,Output Tokens,Quality
claude-opus-4-8,"""Act like an investor and brutally evaluate my startup idea. Tell me whether it's worth building or not.""","I'd need you to describe the actual startup idea for a real evaluation - once shared, I'll assess market size, competition, differentiation, and feasibility with an honest verdict.",26,45,4.9
claude-opus-4-8,"""Analyze my startup A2S completely. Market size, competitors, monetization, pricing, MVP, customer acquisition, risks and scalability.""","To give a real analysis of A2S, I'd need details on what the product does, who it's for, and the problem it solves. Share that and I can break down market size, competitors, MVP scope, and key risks.",33,49,6.9
claude-opus-4-8,"""Create a pitch deck outline that would actually impress an investor.""","Strong deck structure: Problem, Solution, Market size (TAM/SAM/SOM), Product demo, Business model, Traction, Competition/differentiation, Team, Financials, and the Ask. Keep it to 10-12 slides - investors skim fast.",17,53,10.0
claude-opus-4-8,"""Help me decide what features belong in my MVP and what should be postponed.""","MVP rule of thumb: include only the core feature delivering your product's main value, plus minimum supporting pieces (auth, basic UI). Postpone nice-to-haves, advanced analytics, and third-party integrations until the core hypothesis is validated.",19,62,8.9
claude-opus-4-8,"""If you were my CTO, create a six-month product development roadmap for my startup.""","Months 1-2: build and ship MVP with core features. Months 3-4: onboard early users, iterate on feedback, add most-requested feature. Months 5-6: scale infrastructure, add second key feature, formalize CI/CD, plan for next funding phase. Share your actual product for tailored milestones.",21,71,9.9
claude-opus-4-8,"""Research the Visa internship hiring process in detail. What rounds are there? What DSA level do they expect? What projects help?""","Visa's process typically includes an OA with 2 coding questions (medium DSA) plus aptitude sections, followed by 1-2 technical interviews (DSA + CS fundamentals), and sometimes an HR round. Projects showing full-stack/backend depth and scalability understanding help most.",32,68,9.9
claude-opus-4-8,"""Explain the Flipkart GRiD internship process in detail and what happens after each round.""","GRiD typically starts with an online quiz/coding round, followed by case study or hackathon-style rounds depending on track, then interviews for shortlisted candidates. Strong coding round performance and a well-structured case study presentation are the biggest differentiators.",22,69,8.9
claude-opus-4-8,"""Create a realistic CAT preparation plan while balancing engineering placements.""","Dedicate consistent daily blocks (1-1.5 hrs) split across Quant, Verbal, and DILR. Use weekday evenings for concept practice and weekends for full mocks. During placement season, shift more time there temporarily but keep at least 30 min/day of CAT practice.",20,64,9.9
claude-opus-4-8,"""Compare taking a high-paying software job versus pursuing an MBA over the next ten years.""","A software job gives immediate compounding experience and lower risk. An MBA can open leadership/consulting paths and boost long-term earning ceiling, but costs 1-2 years of opportunity cost. If staying technical, the job path usually wins; for a pivot toward leadership/strategy, an MBA can accelerate it.",22,76,9.9
claude-opus-4-8,"""Teach me how to write a proper research paper from literature review to publication.""","1) Literature review - identify the gap. 2) Define a clear research question. 3) Methodology - describe your approach reproducibly. 4) Results - present data objectively. 5) Discussion - interpret results, acknowledge limitations. 6) Conclusion. 7) Choose a target venue and format per guidelines, revising based on peer review.",21,82,9.9
claude-opus-4-8,"""Build me a cybersecurity roadmap for beginners covering networking, Linux, web security and penetration testing.""","Month 1: Networking basics + Linux fundamentals. Month 2: Web security (OWASP Top 10, HTTP). Month 3: Hands-on tools (Burp Suite, Nmap, Wireshark) on legal practice platforms. Month 4+: Pen testing methodology, CTF challenges, beginner cert (Security+ or eJPT).",28,65,9.9
